SubjectId;Timestamp;FeedbackType;EventType;EventStatus;EventInfo;EventId
21;0.022;Practice;Ring;visible;(9.0, 0.0, 110.7);-27594
21;3.499;Practice;Ring;visible;(5.4, 0.0, 180.4);-27818
21;6.696;Practice;Ring;visible;(-1.1, 0.0, 244.3);-27902
21;8.008;Practice;Ring;timeout;;-27594
21;9.960;Practice;Ring;visible;(8.6, 0.0, 309.6);-28022
21;10.688;Practice;Ring;success;;-27902
21;11.480;Practice;Ring;timeout;;-27818
21;13.276;Practice;POV;visible;Left;-28184
21;14.162;Practice;POV;success;;-28184
21;14.194;Practice;Ring;visible;(-5.2, 0.0, 394.3);-28318
21;17.955;Practice;Ring;visible;(0.9, 0.0, 469.5);-28406
21;17.971;Practice;Ring;timeout;;-28022
21;21.875;Practice;Ring;visible;(1.1, 0.0, 547.9);-28490
21;21.981;Practice;Ring;success;;-28406
21;22.183;Practice;Ring;timeout;;-28318
21;24.243;Practice;Ring;visible;(7.4, 0.0, 595.3);-28708
21;25.891;Practice;Ring;success;;-28490
21;27.327;Practice;Ring;visible;(0.5, 0.0, 656.9);-28830
21;30.681;Practice;POV;visible;Middle;-28918
21;31.343;Practice;Ring;success;;-28830
21;31.440;Practice;Ring;visible;(10.8, 0.0, 739.2);-29086
21;32.214;Practice;Ring;timeout;;-28708
21;34.425;Practice;POV;success;;-28918
21;34.815;Practice;Ring;visible;(-10.2, 0.0, 806.7);-29350
21;37.381;Practice;Ring;visible;(-8.3, 0.0, 858.0);-29434
21;39.431;Practice;Ring;timeout;;-29086
21;40.755;Practice;POV;visible;Right;-29554
21;41.494;Practice;Ring;visible;(-1.8, 0.0, 940.3);-29686
21;42.781;Practice;Ring;timeout;;-29350
21;43.004;Practice;POV;success;;-29554
21;44.463;Practice;Ring;visible;(6.3, 0.0, 999.6);-29852
21;45.371;Practice;Ring;timeout;;-29434
21;45.507;Practice;Ring;success;;-29686
21;46.542;Practice;Ring;visible;(-3.0, 0.0, 1041.2);-30006
21;49.758;Practice;Ring;visible;(10.2, 0.0, 1105.6);-30090
21;50.577;Practice;Ring;success;;-30006
21;52.456;Practice;Ring;timeout;;-29852
21;53.105;Practice;POV;visible;Left;-30252
21;53.871;Practice;Ring;visible;(5.7, 0.0, 1187.8);-30384
21;54.800;Practice;POV;success;;-30252
21;56.950;Practice;Ring;visible;(-10.6, 0.0, 1249.4);-30512
21;57.749;Practice;Ring;timeout;;-30090
21;59.720;Practice;Ring;visible;(-1.0, 0.0, 1304.8);-30632
21;61.837;Practice;Ring;timeout;;-30384
21;62.938;Practice;Ring;visible;(-6.5, 0.0, 1369.2);-30820
21;63.737;Practice;Ring;success;;-30632
21;64.942;Practice;Ring;timeout;;-30512
21;66.285;Practice;POV;visible;Right;-31042
21;67.051;Practice;Ring;visible;(10.3, 0.0, 1451.4);-31174
21;69.371;Practice;Ring;visible;(4.7, 0.0, 1497.8);-31270
21;70.928;Practice;Ring;timeout;;-30820
21;71.264;Practice;POV;timeout;;-31042
21;72.279;Practice;Ring;visible;(1.4, 0.0, 1556.0);-31430
21;75.040;Practice;Ring;timeout;;-31174
21;76.073;Practice;Ring;visible;(3.4, 0.0, 1631.9);-31582
21;76.290;Practice;Ring;success;;-31430
21;77.364;Practice;Ring;timeout;;-31270
21;79.423;Practice;POV;visible;Middle;-31742
21;80.186;Practice;Ring;visible;(2.1, 0.0, 1714.1);-31874
21;82.541;Practice;Ring;visible;(-5.6, 0.0, 1761.2);-32120
21;84.055;Practice;Ring;timeout;;-31582
21;84.210;Practice;Ring;success;;-31874
21;84.410;Practice;POV;timeout;;-31742
21;84.688;Practice;Ring;visible;(7.0, 0.0, 1804.2);-32318
21;86.944;Practice;Ring;visible;(-3.7, 0.0, 1849.3);-32402
21;90.025;Practice;Ring;visible;(-3.6, 0.0, 1910.9);-32498
21;90.532;Practice;Ring;timeout;;-32120
21;92.080;Practice;Ring;visible;(-3.9, 0.0, 1952.0);-32650
21;92.715;Practice;Ring;timeout;;-32318
21;93.372;Practice;POV;visible;Right;-33160
21;93.374;Practice;Ring;visible;(-3.9, 0.0, 1952.0);-32650
21;94.122;Practice;Ring;visible;(0.0, 0.0, 1992.8);-33312
21;94.922;Practice;Ring;timeout;;-32402
21;96.993;Practice;Ring;visible;(-10.7, 0.0, 2050.3);-33520
21;98.005;Practice;Ring;timeout;;-32498
21;98.140;Practice;Ring;success;;-33312
21;98.342;Practice;POV;timeout;;-33160
21;100.048;Practice;Ring;timeout;;-32650
21;100.354;Practice;Ring;visible;(2.9, 0.0, 2117.5);-34124
21;102.412;Practice;Ring;visible;(-7.6, 0.0, 2158.7);-34342
21;103.706;Practice;POV;visible;Middle;-34764
21;103.708;Practice;Ring;visible;(-7.6, 0.0, 2158.7);-34342
21;104.382;Practice;Ring;success;;-34124
21;104.477;Practice;Ring;visible;(0.3, 0.0, 2199.9);-34928
21;104.965;Practice;Ring;timeout;;-33520
21;108.459;Practice;Ring;visible;(-10.4, 0.0, 2279.6);-35334
21;108.495;Practice;Ring;success;;-34928
21;108.695;Practice;POV;timeout;;-34764
21;110.393;Practice;Ring;timeout;;-34342
