SubjectName,Timestamp,FeedbackType,ActionType,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #71,0.003,Heat,No Action,no event,0,0,133.0707,351.0721
Subject #71,0.106,Audio,No Action,no event,0,0,133.0694,351.063
Subject #71,0.216,Audio,No Action,no event,0,0,133.0764,351.0595
Subject #71,0.317,Audio,No Action,no event,0,0,133.0723,351.0658
Subject #71,0.417,Audio,No Action,no event,0,0,133.0817,351.0605
Subject #71,0.518,Audio,No Action,no event,0,0,133.0704,351.0602
Subject #71,0.618,Audio,No Action,no event,0,0,133.0705,351.0636
Subject #71,0.719,Audio,No Action,no event,0,0,133.0676,351.0559
Subject #71,0.830,Audio,No Action,no event,0,0,133.0671,351.0593
Subject #71,0.931,Audio,No Action,no event,0,0,133.0663,351.0483
Subject #71,1.031,Audio,No Action,no event,0,0,133.0697,351.0574
Subject #71,1.131,Audio,No Action,no event,0,0,133.0699,351.0604
Subject #71,1.232,Audio,No Action,no event,0,0,133.0749,351.0594
Subject #71,1.333,Audio,No Action,no event,0,0,133.0781,351.0673
Subject #71,1.433,Audio,No Action,no event,0,0,133.0612,351.0569
Subject #71,1.543,Audio,No Action,no event,0,0,133.0613,351.0596
Subject #71,1.644,Audio,No Action,no event,0,0,133.0747,351.0604
Subject #71,1.745,Audio,No Action,no event,0,0,133.0687,351.0724
Subject #71,1.845,Audio,No Action,no event,0,0,133.0733,351.0844
Subject #71,1.945,Audio,No Action,no event,0,0,133.0738,351.0713
Subject #71,2.046,Audio,No Action,no event,0,0,133.059,351.0777
Subject #71,2.146,Audio,No Action,no event,0,0,133.0665,351.083
Subject #71,2.247,Audio,No Action,no event,0,0,133.0692,351.0624
Subject #71,2.347,Audio,No Action,no event,0,0,133.0722,351.0679
Subject #71,2.448,Audio,No Action,no event,0,0,133.0775,351.0731
Subject #71,2.549,Audio,No Action,no event,0,0,133.0758,351.0733
Subject #71,2.650,Audio,No Action,no event,0,0,133.0722,351.0804
Subject #71,2.750,Audio,No Action,no event,0,0,133.0643,351.0687
Subject #71,2.852,Audio,No Action,no event,0,0,133.0628,351.0691
Subject #71,2.962,Audio,No Action,no event,0,0,133.0676,351.0696
Subject #71,3.062,Audio,No Action,no event,0,0,133.0756,351.07
Subject #71,3.163,Audio,No Action,no event,0,0,133.0736,351.0623
Subject #71,3.264,Audio,No Action,no event,0,0,133.0857,351.0842
Subject #71,3.364,Audio,No Action,no event,0,0,133.0793,351.0826
Subject #71,3.465,Audio,No Action,no event,0,0,133.074,351.0856
Subject #71,3.565,Audio,No Action,no event,0,0,133.0794,351.0846
Subject #71,3.666,Audio,No Action,no event,0,0,133.0675,351.0742
Subject #71,3.766,Audio,No Action,no event,0,0,133.0784,351.0829
Subject #71,3.867,Audio,No Action,no event,0,0,133.0732,351.0897
Subject #71,3.967,Audio,No Action,no event,0,0,133.0839,351.0818
Subject #71,4.068,Audio,No Action,no event,0,0,133.0833,351.0872
Subject #71,4.169,Audio,No Action,no event,0,0,133.0715,351.0796
Subject #71,4.280,Audio,No Action,no event,0,0,133.0643,351.078
Subject #71,4.382,Audio,No Action,no event,0,0,133.0645,351.0744
Subject #71,4.492,Audio,No Action,no event,0,0,133.0813,351.0775
Subject #71,4.593,Audio,No Action,no event,0,0,133.0757,351.0812
Subject #71,4.693,Audio,No Action,no event,0,0,133.0745,351.0692
Subject #71,4.794,Audio,No Action,no event,0,0,133.0681,351.0751
Subject #71,4.894,Audio,No Action,no event,0,0,133.0607,351.0777
Subject #71,4.995,Audio,No Action,no event,0,0,133.0939,351.0721
Subject #71,5.096,Audio,No Action,no event,0,0,133.0767,351.062
Subject #71,5.196,Audio,No Action,no event,0,0,133.0746,351.0706
Subject #71,5.296,Audio,No Action,no event,0,0,133.0713,351.0618
Subject #71,5.397,Audio,No Action,no event,0,0,133.0813,351.0658
Subject #71,5.497,Audio,No Action,no event,0,0,133.0699,351.0654
Subject #71,5.598,Audio,No Action,no event,0,0,133.0689,351.0634
Subject #71,5.699,Audio,No Action,no event,0,0,133.0736,351.0703
Subject #71,5.799,Audio,No Action,no event,0,0,133.0759,351.0741
Subject #71,5.900,Audio,No Action,no event,0,0,133.0675,351.0655
Subject #71,6.000,Audio,No Action,no event,0,0,133.0716,351.0573
Subject #71,6.100,Audio,No Action,no event,0,0,133.0706,351.0539
Subject #71,6.202,Audio,No Action,no event,0,0,133.0697,351.0568
Subject #71,6.302,Audio,No Action,no event,0,0,133.073,351.0678
Subject #71,6.404,Audio,No Action,no event,0,0,133.0779,351.0782
Subject #71,6.504,Audio,No Action,no event,0,0,133.0812,351.0717
Subject #71,6.605,Audio,No Action,no event,0,0,133.0726,351.0734
Subject #71,6.705,Audio,No Action,no event,0,0,133.0785,351.0797
Subject #71,6.806,Audio,No Action,no event,0,0,133.0684,351.0773
Subject #71,6.908,Audio,No Action,no event,0,0,133.0756,351.0797
Subject #71,7.018,Audio,No Action,no event,0,0,133.0767,351.0736
Subject #71,7.118,Audio,No Action,no event,0,0,133.0732,351.0643
Subject #71,7.219,Audio,No Action,no event,0,0,133.0739,351.0584
Subject #71,7.321,Audio,No Action,no event,0,0,133.0717,351.0802
Subject #71,7.431,Audio,No Action,no event,0,0,133.0717,351.0717
Subject #71,7.531,Audio,No Action,no event,0,0,133.077,351.0775
Subject #71,7.633,Audio,No Action,no event,0,0,133.0817,351.0858
Subject #71,7.733,Audio,No Action,no event,0,0,133.0721,351.0786
Subject #71,7.834,Audio,No Action,no event,0,0,133.0782,351.0746
Subject #71,7.946,Audio,No Action,no event,0,0,133.0705,351.0898
Subject #71,8.046,Audio,No Action,no event,0,0,133.0706,351.0794
Subject #71,8.147,Audio,No Action,no event,0,0,133.0718,351.0724
Subject #71,8.257,Audio,No Action,no event,0,0,133.0802,351.0791
Subject #71,8.358,Audio,No Action,no event,0,0,133.0737,351.0745
Subject #71,8.460,Audio,No Action,no event,0,0,133.0811,351.069
Subject #71,8.570,Audio,No Action,no event,0,0,133.0806,351.0626
Subject #71,8.671,Audio,No Action,no event,0,0,133.0664,351.0612
Subject #71,8.772,Audio,No Action,no event,0,0,133.0782,351.0747
Subject #71,8.883,Audio,No Action,no event,0,0,133.0697,351.062
Subject #71,8.984,Audio,No Action,no event,0,0,133.0679,351.0537
Subject #71,9.084,Audio,No Action,no event,0,0,133.0759,351.063
Subject #71,9.196,Audio,No Action,no event,0,0,133.0751,351.0576
Subject #71,9.304,Audio,No Action,no event,0,0,133.076,351.0628
Subject #71,9.408,Audio,No Action,no event,0,0,133.0694,351.0792
Subject #71,9.509,Audio,No Action,no event,0,0,133.0753,351.0766
Subject #71,9.615,Audio,No Action,no event,0,0,133.07,351.069
Subject #71,9.723,Audio,No Action,no event,0,0,133.0635,351.0636
Subject #71,9.833,Audio,No Action,no event,0,0,133.0707,351.0587
Subject #71,9.933,Audio,No Action,no event,0,0,133.0732,351.0561
Subject #71,10.034,Audio,No Action,no event,0,0,133.0791,351.0694
Subject #71,10.146,Audio,No Action,no event,0,0,133.0771,351.0851
Subject #71,10.257,Audio,No Action,no event,0,0,133.0639,351.073
Subject #71,10.358,Audio,No Action,no event,0,0,133.0643,351.0692
Subject #71,10.458,Audio,No Action,no event,0,0,133.0648,351.0697
