SubjectId;Timestamp;EventType;EventStatus;EventInfo;EventId
11;0.023;Ring;visible;(28.8, 0.0, 107.6);-464272
11;3.644;Ring;visible;(39.7, 0.0, 179.3);-464418
11;7.375;Ring;visible;(32.3, 0.0, 256.0);-464516
11;8.006;Ring;timeout;;-464272
11;9.799;Ring;visible;(52.1, 0.0, 302.0);-464664
11;11.636;Ring;timeout;;-464418
11;13.249;POV;visible;Left;-464860
11;13.854;Ring;visible;(59.8, 0.0, 382.8);-465004
11;15.367;Ring;timeout;;-464516
11;16.055;Ring;visible;(71.3, 0.0, 425.6);-465148
11;17.814;Ring;timeout;;-464664
11;17.881;Ring;success;;-465004
11;18.250;POV;timeout;;-464860
11;18.591;Ring;visible;(72.0, 0.0, 476.8);-465344
11;22.073;POV;visible;Right;-465484
11;22.918;POV;success;;-465484
11;22.947;Ring;visible;(84.1, 0.0, 563.1);-465628
11;24.057;Ring;timeout;;-465148
11;26.583;Ring;timeout;;-465344
11;26.792;Ring;visible;(106.2, 0.0, 637.5);-466082
11;29.605;Ring;visible;(113.6, 0.0, 693.3);-466178
11;30.939;Ring;timeout;;-465628
11;33.087;POV;visible;Left;-466364
11;33.715;Ring;visible;(126.3, 0.0, 774.5);-466506
11;34.780;Ring;timeout;;-466082
11;36.753;Ring;visible;(126.4, 0.0, 836.0);-466650
11;37.596;Ring;timeout;;-466178
11;38.066;POV;timeout;;-466364
11;39.456;Ring;visible;(151.3, 0.0, 886.8);-466844
11;41.707;Ring;timeout;;-466506
11;43.363;POV;visible;Middle;-467028
11;43.569;Ring;visible;(145.2, 0.0, 971.0);-467170
11;44.745;Ring;timeout;;-466650
11;45.914;Ring;visible;(170.7, 0.0, 1014.5);-467314
11;47.448;Ring;timeout;;-466844
11;48.342;POV;timeout;;-467028
11;49.621;Ring;visible;(172.2, 0.0, 1089.3);-467506
11;51.559;Ring;timeout;;-467170
11;53.103;POV;visible;Right;-467646
11;53.635;Ring;success;;-467506
11;53.904;Ring;timeout;;-467314
11;53.948;POV;success;;-467646
11;53.977;Ring;visible;(196.0, 0.0, 1173.7);-467842
11;57.753;Ring;visible;(192.2, 0.0, 1250.8);-467990
11;60.971;Ring;visible;(196.6, 0.0, 1315.3);-468086
11;61.970;Ring;timeout;;-467842
11;63.205;Ring;visible;(208.9, 0.0, 1358.5);-468232
11;65.744;Ring;timeout;;-467990
11;67.111;POV;visible;Middle;-468484
11;68.962;Ring;timeout;;-468086
11;71.195;Ring;timeout;;-468232
