SubjectId;Timestamp;FeedbackType;EventType;EventStatus;EventInfo;EventId
76;0.023;Practice;Ring;visible;(-7.1, 0.0, 109.6);-1651580
76;2.785;Practice;Ring;visible;(17.3, 0.0, 162.9);-1651668
76;5.924;Practice;Ring;visible;(43.8, 0.0, 221.4);-1651748
76;8.008;Practice;Ring;timeout;;-1651580
76;9.342;Practice;Ring;visible;(103.2, 0.0, 266.5);-1651860
76;10.778;Practice;Ring;timeout;;-1651668
76;12.657;Practice;POV;visible;Left;-1651974
76;13.408;Practice;Ring;visible;(192.7, 0.0, 282.1);-1652104
76;13.917;Practice;Ring;timeout;;-1651748
76;15.000;Practice;POV;success;;-1651974
76;16.949;Practice;Ring;visible;(256.4, 0.0, 313.1);-1652254
76;17.335;Practice;Ring;timeout;;-1651860
76;17.424;Practice;Ring;success;;-1652104
76;20.602;Practice;Ring;visible;(300.2, 0.0, 375.8);-1652368
76;23.949;Practice;POV;visible;Middle;-1652450
76;24.617;Practice;Ring;success;;-1652368
76;24.734;Practice;Ring;visible;(361.5, 0.0, 431.8);-1652582
76;24.963;Practice;Ring;timeout;;-1652254
76;25.768;Practice;POV;success;;-1652450
76;27.650;Practice;Ring;visible;(411.7, 0.0, 459.6);-1652736
76;28.828;Practice;Ring;success;;-1652582
76;31.382;Practice;Ring;visible;(477.7, 0.0, 494.5);-1652850
76;31.665;Practice;Ring;success;;-1652736
76;34.776;Practice;Ring;visible;(534.1, -0.1, 532.7);-1652972
76;35.418;Practice;Ring;success;;-1652850
76;37.524;Practice;Ring;visible;(588.9, -0.1, 546.2);-1653090
76;40.872;Practice;POV;visible;Left;-1653172
76;41.561;Practice;Ring;success;;-1653090
76;41.633;Practice;Ring;visible;(658.0, -0.1, 590.4);-1653304
76;42.655;Practice;POV;success;;-1653172
76;42.767;Practice;Ring;timeout;;-1652972
76;45.186;Practice;Ring;visible;(712.8, -0.1, 635.0);-1653452
76;45.673;Practice;Ring;success;;-1653304
76;47.465;Practice;Ring;visible;(748.2, -0.1, 663.8);-1653566
76;49.225;Practice;Ring;success;;-1653452
76;50.813;Practice;POV;visible;Right;-1653682
76;51.503;Practice;Ring;success;;-1653566
76;51.576;Practice;Ring;visible;(809.8, -0.1, 718.3);-1653816
76;52.396;Practice;POV;success;;-1653682
76;53.765;Practice;Ring;visible;(842.0, -0.3, 748.5);-1653962
76;55.569;Practice;Ring;success;;-1653816
76;56.714;Practice;Ring;visible;(883.6, -0.3, 790.7);-1654076
76;57.781;Practice;Ring;success;;-1653962
76;60.647;Practice;Ring;visible;(934.4, -0.3, 851.1);-1654190
76;60.753;Practice;Ring;success;;-1654076
76;63.994;Practice;POV;visible;Middle;-1654304
76;64.729;Practice;Ring;success;;-1654190
76;64.758;Practice;Ring;visible;(984.8, -0.2, 914.7);-1654436
76;65.913;Practice;POV;success;;-1654304
76;68.086;Practice;Ring;visible;(1028.3, -0.1, 964.1);-1654556
76;68.817;Practice;Ring;success;;-1654436
76;70.900;Practice;Ring;visible;(1060.6, -0.2, 1011.0);-1654670
76;72.101;Practice;Ring;success;;-1654556
76;74.248;Practice;POV;visible;Right;-1654786
76;74.961;Practice;Ring;success;;-1654670
76;76.010;Practice;POV;success;;-1654786
