SubjectName,Timestamp,FeedbackType,ActionType,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #38,0.003,Heat,No Action,no event,0,0,47.32594,347.6396
Subject #38,0.119,Smell,No Action,no event,0,0,47.33078,347.6434
Subject #38,0.238,Smell,No Action,no event,0,0,47.32927,347.6478
Subject #38,0.350,Smell,No Action,no event,0,0,47.32692,347.6428
Subject #38,0.466,Smell,No Action,no event,0,0,47.32352,347.6356
Subject #38,0.569,Smell,No Action,no event,0,0,47.32136,347.6479
Subject #38,0.688,Smell,No Action,no event,0,0,47.30935,347.6368
Subject #38,0.796,Smell,No Action,no event,0,0,47.3114,347.6403
Subject #38,0.897,Smell,No Action,no event,0,0,47.31535,347.633
Subject #38,0.999,Smell,No Action,no event,0,0,47.31341,347.6342
Subject #38,1.104,Smell,No Action,no event,0,0,47.32131,347.6466
Subject #38,1.215,Smell,No Action,no event,0,0,47.31471,347.6404
Subject #38,1.323,Smell,No Action,no event,0,0,47.3261,347.6406
Subject #38,1.429,Smell,No Action,no event,0,0,47.31896,347.6466
Subject #38,1.539,Smell,No Action,no event,0,0,47.32193,347.6427
Subject #38,1.656,Smell,No Action,no event,0,0,47.31358,347.643
Subject #38,1.771,Smell,No Action,no event,0,0,47.32036,347.6385
Subject #38,1.886,Smell,No Action,no event,0,0,47.32641,347.6375
Subject #38,1.993,Smell,No Action,no event,0,0,47.31655,347.6513
Subject #38,2.103,Smell,No Action,no event,0,0,47.31933,347.6526
Subject #38,2.211,Smell,No Action,no event,0,0,47.32097,347.648
Subject #38,2.327,Smell,No Action,no event,0,0,47.32949,347.6382
Subject #38,2.430,Smell,No Action,no event,0,0,47.31148,347.6367
Subject #38,2.551,Smell,No Action,no event,0,0,47.32493,347.641
Subject #38,2.673,Smell,No Action,no event,0,0,47.3157,347.6476
Subject #38,2.786,Smell,No Action,no event,0,0,47.32924,347.6459
Subject #38,2.900,Smell,No Action,no event,0,0,47.31851,347.6422
Subject #38,3.008,Smell,No Action,no event,0,0,47.32211,347.6434
Subject #38,3.108,Smell,No Action,no event,0,0,47.31644,347.6482
Subject #38,3.209,Smell,No Action,no event,0,0,47.32661,347.6352
Subject #38,3.321,Smell,No Action,no event,0,0,47.335,347.6421
Subject #38,3.443,Smell,No Action,no event,0,0,47.32743,347.6401
Subject #38,3.556,Smell,No Action,no event,0,0,47.33285,347.6393
Subject #38,3.658,Smell,No Action,no event,0,0,47.31281,347.6348
Subject #38,3.779,Smell,No Action,no event,0,0,47.32404,347.6467
Subject #38,3.889,Smell,No Action,no event,0,0,47.32048,347.6415
Subject #38,4.000,Smell,No Action,no event,0,0,47.32992,347.6367
Subject #38,4.128,Smell,No Action,no event,0,0,47.32904,347.6407
Subject #38,4.239,Smell,No Action,no event,0,0,47.33017,347.6388
Subject #38,4.347,Smell,No Action,no event,0,0,47.33839,347.6406
Subject #38,4.462,Smell,No Action,no event,0,0,47.33215,347.6486
Subject #38,4.576,Smell,No Action,no event,0,0,47.32865,347.6381
Subject #38,4.684,Smell,No Action,no event,0,0,47.33836,347.624
Subject #38,4.787,Smell,POV,Action Started,0,0,47.33184,347.6333
Subject #38,4.900,Smell,POV,no event,0,0,47.32638,347.6393
Subject #38,5.011,Smell,POV,no event,0,0,47.32399,347.6384
Subject #38,5.112,Smell,POV,no event,0,0,47.32315,347.6409
Subject #38,5.222,Smell,POV,no event,0,0,47.31918,347.6473
Subject #38,5.343,Smell,POV,no event,0,0,47.32699,347.651
Subject #38,5.443,Smell,POV,no event,0,0,47.32327,347.6347
Subject #38,5.543,Smell,POV,no event,0,0,47.33141,347.6528
Subject #38,5.645,Smell,POV,no event,0,0,47.33251,347.6422
Subject #38,5.754,Smell,POV,no event,0,0,47.3239,347.6374
Subject #38,5.864,Smell,POV,no event,0,0,47.32811,347.6477
Subject #38,5.966,Smell,POV,no event,0,0,47.32983,347.6429
Subject #38,6.078,Smell,POV,no event,0,0,47.34319,347.6285
Subject #38,6.191,Smell,POV,no event,0,0,47.33249,347.6306
Subject #38,6.296,Smell,POV,no event,0,0,47.33317,347.6387
