SubjectId;Timestamp;EventType;EventStatus;EventInfo;EventId
7;0.023;Ring;visible;(15.9, 0.0, 109.6);-428522
7;3.857;Ring;visible;(97.8, 0.0, 141.3);-428622
7;6.125;Ring;visible;(146.6, 0.0, 139.5);-428722
7;7.996;Ring;timeout;;-428522
7;9.563;POV;visible;Right;-428876
7;10.180;Ring;visible;(209.1, 0.0, 198.9);-429026
7;11.850;Ring;timeout;;-428622
7;12.407;POV;success;;-428876
7;13.184;Ring;visible;(244.0, 0.0, 252.3);-429290
7;14.117;Ring;timeout;;-428722
7;16.916;Ring;visible;(261.9, 0.0, 332.6);-429446
7;18.172;Ring;timeout;;-429026
7;19.373;Ring;visible;(257.9, 0.0, 385.9);-429598
7;21.177;Ring;timeout;;-429290
7;22.856;POV;visible;Right;-429752
7;23.411;Ring;success;;-429598
7;23.485;Ring;visible;(283.6, 0.0, 463.8);-429906
7;24.930;Ring;timeout;;-429446
7;25.867;POV;success;;-429752
7;27.080;Ring;visible;(316.6, 0.0, 528.2);-430116
7;27.499;Ring;success;;-429906
7;29.873;Ring;visible;(361.4, 0.0, 563.9);-430278
7;32.464;Ring;visible;(422.9, 0.0, 568.1);-430382
7;35.072;Ring;timeout;;-430116
7;36.372;POV;visible;Middle;-430540
7;37.864;Ring;timeout;;-430278
7;40.120;POV;success;;-430540
7;40.150;Ring;visible;(583.3, 0.0, 533.8);-430748
7;40.455;Ring;timeout;;-430382
7;43.613;Ring;visible;(651.6, 0.0, 541.0);-430900
7;46.204;Ring;visible;(702.5, 0.0, 532.9);-431000
7;47.649;Ring;success;;-430900
7;48.141;Ring;timeout;;-430748
7;49.331;Ring;visible;(763.1, 0.0, 514.6);-431206
7;50.219;Ring;success;;-431000
7;53.238;POV;visible;Middle;-431362
7;53.414;Ring;success;;-431206
7;54.084;POV;success;;-431362
7;54.113;Ring;visible;(857.8, 0.0, 508.3);-431572
7;57.397;Ring;visible;(922.5, 0.0, 499.1);-431672
7;58.172;Ring;success;;-431572
7;60.390;Ring;visible;(977.3, 0.0, 476.4);-431826
7;61.478;Ring;success;;-431672
7;62.602;Ring;visible;(1016.1, 0.0, 455.7);-431980
7;64.449;Ring;success;;-431826
7;66.083;POV;visible;Left;-432136
7;66.639;Ring;success;;-431980
7;66.715;Ring;visible;(1095.5, 0.0, 432.1);-432342
7;70.056;POV;success;;-432136
7;70.085;Ring;visible;(1156.4, 0.0, 403.7);-432446
7;73.885;Ring;visible;(1226.4, 0.0, 446.3);-432546
7;74.704;Ring;timeout;;-432342
7;77.366;POV;visible;Left;-432700
7;78.077;Ring;timeout;;-432446
7;81.874;Ring;timeout;;-432546
7;82.343;POV;timeout;;-432700
7;81.033;Ring;visible;(1398.9, 0.0, 468.8);-433068
