SubjectId;Timestamp;RoundType;EventType;EventStatus;EventInfo;EventId
28;170.087;Heat;Custom;CameraContainerPos;(0.054, -1.232, -0.052);-1118
28;0.025;Training_Ring_Only;Ring;visible;(-1.850, 3.150, 185.082);-689746
28;3.298;Training_Ring_Only;Ring;success;;-689746
28;3.570;Training_Ring_Only;Ring;visible;(-10.582, 3.150, 272.159);-689950
28;6.074;Training_Ring_Only;Ring;visible;(-29.288, 3.150, 332.410);-690064
28;6.805;Training_Ring_Only;Ring;success;;-689950
28;9.401;Training_Ring_Only;Ring;success;;-690064
28;10.028;Training_Ring_Only;Ring;visible;(-46.117, 3.150, 427.491);-690316
28;12.441;Training_Ring_Only;Ring;visible;(-46.356, 3.150, 488.458);-690436
28;13.262;Training_Ring_Only;Ring;success;;-690316
28;15.741;Training_Ring_Only;Ring;success;;-690436
28;16.482;Training_Ring_Only;Ring;visible;(-47.364, 3.150, 588.039);-690702
28;19.410;Training_Ring_Only;Ring;visible;(-47.740, 3.150, 660.303);-690822
28;19.740;Training_Ring_Only;Ring;success;;-690702
28;22.644;Training_Ring_Only;Ring;success;;-690822
28;22.917;Training_Ring_Only;Ring;visible;(-36.227, 3.150, 748.035);-691086
28;26.112;Training_Ring_Only;Ring;visible;(-15.191, 3.150, 824.289);-691206
28;26.196;Training_Ring_Only;Ring;success;;-691086
28;29.369;Training_Ring_Only;Ring;success;;-691206
28;29.576;Training_Ring_Only;Ring;visible;(10.931, 3.150, 906.595);-691428
28;32.831;Training_Ring_Only;Ring;success;;-691428
28;33.395;Training_Ring_Only;Ring;visible;(42.044, 3.150, 996.751);-691622
28;35.809;Training_Ring_Only;Ring;visible;(69.181, 3.150, 1049.963);-691742
28;36.651;Training_Ring_Only;Ring;success;;-691622
28;39.042;Training_Ring_Only;Ring;success;;-691742
28;39.137;Training_Ring_Only;Ring;visible;(110.816, 3.150, 1122.002);-691976
28;41.327;Training_Ring_Only;Ring;visible;(135.713, 3.150, 1171.071);-692096
28;42.374;Training_Ring_Only;Ring;success;;-691976
28;44.251;Training_Ring_Only;Ring;visible;(170.328, 3.150, 1235.004);-692288
28;44.581;Training_Ring_Only;Ring;success;;-692096
28;47.486;Training_Ring_Only;Ring;success;;-692288
28;47.625;Training_Ring_Only;Ring;visible;(203.605, 3.150, 1312.910);-692524
28;50.574;Training_Ring_Only;Ring;visible;(227.181, 3.150, 1382.108);-692674
28;50.882;Training_Ring_Only;Ring;success;;-692524
28;53.811;Training_Ring_Only;Ring;success;;-692674
28;54.394;Training_Ring_Only;Ring;visible;(261.235, 3.150, 1471.829);-692938
28;57.232;Training_Ring_Only;Ring;visible;(304.128, 3.150, 1528.462);-693058
28;57.651;Training_Ring_Only;Ring;success;;-692938
28;59.332;Training_Ring_Only;Ring;visible;(340.859, 3.150, 1564.686);-693250
28;60.511;Training_Ring_Only;Ring;success;;-693058
28;62.566;Training_Ring_Only;Ring;success;;-693250
28;64.424;Training_Complete;Ring;visible;(457.359, 3.150, 1679.917);-696554
28;66.860;Training_Complete;Ring;visible;(496.246, 3.150, 1727.423);-696644
28;67.658;Training_Complete;Ring;success;;-696554
28;69.160;Training_Complete;Ring;visible;(534.803, 3.150, 1769.699);-696776
28;70.115;Training_Complete;Ring;success;;-696644
28;72.394;Training_Complete;Ring;success;;-696776
28;72.735;Training_Complete;Ring;visible;(602.181, 3.150, 1828.450);-696950
28;74.788;Training_Complete;Ring;visible;(643.103, 3.150, 1858.368);-697040
28;75.990;Training_Complete;Ring;success;;-696950
28;78.006;Training_Complete;Ring;visible;(703.756, 3.150, 1911.755);-697172
28;78.024;Training_Complete;Ring;success;;-697040
28;81.263;Training_Complete;Ring;success;;-697172
28;81.356;Training_Complete;POV;visible;Middle;-697306
28;82.117;Training_Complete;Ring;visible;(770.169, 3.150, 1990.148);-697446
28;84.346;Training_Complete;POV;success;;-697306
28;84.373;Training_Complete;Ring;visible;(806.131, 3.150, 2033.126);-697538
28;85.395;Training_Complete;Ring;success;;-697446
28;87.630;Training_Complete;Ring;success;;-697538
28;87.658;Training_Complete;Ring;visible;(856.068, 3.150, 2097.733);-697670
28;90.629;Training_Complete;Ring;visible;(905.459, 3.150, 2153.416);-697760
28;90.892;Training_Complete;Ring;success;;-697670
28;93.885;Training_Complete;Ring;success;;-697760
28;93.977;Training_Complete;POV;visible;Middle;-697892
28;94.739;Training_Complete;Ring;visible;(965.895, 3.150, 2235.950);-698074
28;97.058;Training_Complete;POV;success;;-697892
28;97.973;Training_Complete;Ring;success;;-698074
28;98.670;Training_Complete;Ring;visible;(1027.016, 3.150, 2312.929);-698252
