SubjectName,Timestamp,FeedbackType,ActionType,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #23,0.014,Heat,No Action,no event,0,0,0,0
Subject #23,0.128,Vibration,No Action,no event,0,0,0,0
Subject #23,0.240,Vibration,No Action,no event,0,0,0,0
Subject #23,0.351,Vibration,No Action,no event,0,0,0,0
Subject #23,0.467,Vibration,No Action,no event,0,0,0,0
Subject #23,0.599,Vibration,No Action,no event,0,0,0,0
Subject #23,0.713,Vibration,No Action,no event,0,0,0,0
Subject #23,0.830,Vibration,No Action,no event,0,0,0,0
Subject #23,0.936,Vibration,No Action,no event,0,0,0,0
Subject #23,1.056,Vibration,No Action,no event,0,0,0,0
Subject #23,1.173,Vibration,No Action,no event,0,0,0,0
Subject #23,1.278,Vibration,No Action,no event,0,0,0,0
Subject #23,1.398,Vibration,No Action,no event,0,0,0,0
Subject #23,1.515,Vibration,No Action,no event,0,0,0,0
Subject #23,1.632,Vibration,No Action,no event,0,0,0,0
Subject #23,1.739,Vibration,No Action,no event,0,0,0,0
Subject #23,1.839,Vibration,No Action,no event,0,0,0,0
Subject #23,1.950,Vibration,No Action,no event,0,0,0,0
Subject #23,2.078,Vibration,No Action,no event,0,0,0,0
Subject #23,2.205,Vibration,No Action,no event,0,0,0,0
Subject #23,2.320,Vibration,No Action,no event,0,0,0,0
Subject #23,2.441,Vibration,No Action,no event,0,0,0,0
Subject #23,2.551,Vibration,No Action,no event,0,0,0,0
Subject #23,2.659,Vibration,No Action,no event,0,0,0,0
Subject #23,2.827,Vibration,POV,Action Started,0,0,0,0
Subject #23,2.930,Vibration,POV,no event,0,0,0,0
Subject #23,3.048,Vibration,POV,no event,0,0,0,0
Subject #23,3.153,Vibration,POV,no event,0,0,0,0
Subject #23,3.263,Vibration,POV,no event,0,0,0,0
Subject #23,3.373,Vibration,POV,no event,0,0,0,0
Subject #23,3.498,Vibration,POV,no event,0,0,0,0
Subject #23,3.604,Vibration,POV,no event,0,0,0,0
Subject #23,3.710,Vibration,POV,no event,0,0,0,0
Subject #23,3.824,Vibration,POV,no event,0,0,0,0
Subject #23,3.934,Vibration,POV,no event,0,0,0,0
Subject #23,4.051,Vibration,POV,no event,0,0,0,0
Subject #23,4.164,Vibration,POV,no event,0,0,0,0
Subject #23,4.274,Vibration,POV,no event,0,0,0,0
Subject #23,4.388,Vibration,POV,no event,0,0,0,0
Subject #23,4.511,Vibration,POV,no event,0,0,0,0
Subject #23,4.633,Vibration,POV,no event,0,0,0,0
Subject #23,4.738,Vibration,POV,no event,0,0,0,0
Subject #23,4.858,Vibration,POV,no event,0,0,0,0
Subject #23,4.990,Vibration,POV,no event,0,0,0,0
Subject #23,5.111,Vibration,POV,no event,0,0,0,0
Subject #23,5.221,Vibration,POV,no event,0,0,0,0
Subject #23,5.325,Vibration,POV,no event,0,0,0,0
Subject #23,5.446,Vibration,POV,no event,0,0,0,0
Subject #23,5.571,Vibration,POV,no event,0,0,0,0
Subject #23,5.673,Vibration,POV,no event,0,0,0,0
Subject #23,5.778,Vibration,POV,no event,0,0,0,0
Subject #23,5.899,Vibration,POV,no event,0,0,0,0
Subject #23,6.026,Vibration,POV,no event,0,0,0,0
Subject #23,6.152,Vibration,POV,no event,0,0,0,0
Subject #23,6.266,Vibration,POV,no event,0,0,0,0
