SubjectId;Timestamp;EventType;EventStatus;EventInfo;EventId
18;0.031;Ring;visible;(-37.4, 10.8, 157.7);-204556
18;2.863;Ring;visible;(-105.7, 17.7, 172.3);-204736
18;6.259;Ring;visible;(-162.7, 24.1, 207.1);-204938
18;6.947;Ring;success;;-204736
18;8.018;Ring;timeout;;-204556
18;10.297;Ring;success;;-204938
18;10.370;Ring;visible;(-237.3, 32.2, 241.5);-205264
18;10.457;POV;visible;Middle;-205366
18;11.749;POV;success;;-205366
18;12.648;Ring;visible;(-278.9, 36.6, 255.9);-205692
18;14.452;Ring;success;;-205264
18;16.514;Ring;visible;(-354.3, 44.1, 272.6);-205956
18;16.686;Ring;success;;-205692
18;19.595;Ring;visible;(-407.3, 50.1, 302.1);-206196
18;20.596;Ring;success;;-205956
18;23.390;POV;visible;Left;-206460
18;23.656;Ring;success;;-206196
18;23.706;Ring;visible;(-475.6, 58.0, 347.8);-206624
18;25.354;POV;success;;-206460
18;27.280;Ring;visible;(-480.3, 60.7, 414.3);-206934
18;28.013;Ring;success;;-206624
18;30.811;Ring;visible;(-493.0, 64.1, 479.8);-207192
18;31.520;Ring;success;;-206934
18;34.583;POV;visible;Right;-207462
18;34.921;Ring;visible;(-541.0, 70.7, 543.0);-207622
18;34.961;Ring;success;;-207192
18;36.166;POV;success;;-207462
18;37.355;Ring;visible;(-542.1, 72.7, 597.5);-207900
18;39.116;Ring;success;;-207622
18;40.530;Ring;visible;(-542.6, 74.5, 648.5);-208144
18;42.020;Ring;success;;-207900
18;44.589;Ring;success;;-208144
18;44.639;Ring;visible;(-545.2, 77.5, 730.1);-208414
18;44.725;POV;visible;Middle;-208516
18;45.595;POV;success;;-208516
18;48.305;Ring;visible;(-536.6, 79.3, 803.5);-208874
18;48.678;Ring;success;;-208414
18;52.324;Ring;visible;(-521.1, 80.5, 881.4);-209134
18;52.386;Ring;success;;-208874
18;55.587;Ring;visible;(-529.9, 83.6, 946.9);-209382
18;56.429;Ring;success;;-209134
18;59.359;POV;visible;Right;-209704
18;59.697;Ring;visible;(-562.2, 88.8, 1012.3);-209862
18;60.071;Ring;success;;-209382
18;62.290;Ring;visible;(-631.0, 95.2, 1011.5);-210090
18;64.338;POV;timeout;;-209704
18;66.331;Ring;visible;(-679.8, 95.7, 895.4);-210384
