SubjectId;Timestamp;FeedbackType;EventType;EventStatus;EventInfo;EventId
80;0.025;Practice;Ring;visible;(4.6, 0.0, 110.8);-1676672
80;3.141;Practice;Ring;visible;(-33.8, 0.0, 167.0);-1676768
80;5.309;Practice;Ring;visible;(-60.9, 0.0, 201.7);-1676866
80;7.996;Practice;Ring;timeout;;-1676672
80;9.320;Practice;Ring;visible;(-98.3, 0.0, 272.1);-1677014
80;9.325;Practice;Ring;success;;-1676866
80;11.134;Practice;Ring;timeout;;-1676768
80;12.011;Practice;Ring;visible;(-119.3, 0.0, 322.0);-1677164
80;15.326;Practice;POV;visible;Left;-1677312
80;16.099;Practice;Ring;visible;(-143.3, 0.0, 400.9);-1677458
80;17.334;Practice;Ring;timeout;;-1677014
80;18.094;Practice;POV;success;;-1677312
80;19.394;Practice;Ring;visible;(-136.6, 0.0, 470.4);-1677662
80;20.026;Practice;Ring;timeout;;-1677164
80;21.527;Practice;Ring;visible;(-149.6, 0.0, 511.6);-1677810
80;24.092;Practice;Ring;timeout;;-1677458
80;25.304;Practice;Ring;visible;(-154.9, 0.1, 586.4);-1677958
80;25.588;Practice;Ring;success;;-1677810
80;27.376;Practice;Ring;timeout;;-1677662
80;27.404;Practice;Ring;visible;(-164.8, 0.1, 627.6);-1678108
80;29.341;Practice;Ring;success;;-1677958
80;30.751;Practice;POV;visible;Right;-1678308
80;31.513;Practice;Ring;visible;(-148.0, 0.1, 710.6);-1678454
80;32.312;Practice;POV;success;;-1678308
80;35.155;Practice;Ring;visible;(-128.7, 0.1, 780.5);-1678604
80;35.396;Practice;Ring;timeout;;-1678108
80;35.552;Practice;Ring;success;;-1678454
80;38.952;Practice;Ring;visible;(-95.2, 0.3, 847.8);-1678804
80;39.215;Practice;Ring;success;;-1678604
80;41.544;Practice;Ring;visible;(-79.0, 0.1, 896.8);-1678954
80;44.893;Practice;POV;visible;Middle;-1679102
80;46.431;Practice;POV;success;;-1679102
80;46.459;Practice;Ring;visible;(-25.9, 0.2, 980.6);-1679250
80;46.945;Practice;Ring;timeout;;-1678804
80;48.917;Practice;Ring;visible;(-3.2, 0.3, 1024.3);-1679402
80;49.537;Practice;Ring;timeout;;-1678954
80;52.134;Practice;Ring;visible;(45.6, 0.3, 1069.1);-1679550
80;54.452;Practice;Ring;timeout;;-1679250
80;55.481;Practice;POV;visible;Right;-1679748
80;56.149;Practice;Ring;success;;-1679550
80;56.244;Practice;Ring;visible;(102.1, 0.2, 1129.4);-1679942
80;56.909;Practice;Ring;timeout;;-1679402
80;57.355;Practice;POV;success;;-1679748
80;58.745;Practice;Ring;visible;(129.4, 0.1, 1171.3);-1680136
80;61.092;Practice;Ring;visible;(162.1, 0.2, 1204.9);-1680232
80;62.784;Practice;Ring;success;;-1680136
80;64.236;Practice;Ring;timeout;;-1679942
80;64.444;Practice;Ring;visible;(200.9, 0.3, 1259.8);-1680426
80;65.152;Practice;Ring;success;;-1680232
80;67.682;Practice;Ring;visible;(255.0, 0.0, 1297.7);-1680572
80;71.030;Practice;POV;visible;Left;-1680716
80;71.698;Practice;Ring;success;;-1680572
80;71.793;Practice;Ring;visible;(311.0, -0.2, 1358.3);-1680914
80;72.435;Practice;Ring;timeout;;-1680426
80;72.815;Practice;POV;success;;-1680716
80;75.747;Practice;Ring;visible;(356.6, -0.1, 1422.6);-1681118
80;75.831;Practice;Ring;success;;-1680914
80;79.254;Practice;Ring;visible;(401.1, -0.2, 1476.9);-1681268
80;79.785;Practice;Ring;success;;-1681118
80;81.578;Practice;Ring;visible;(435.2, -0.2, 1508.0);-1681418
80;83.315;Practice;Ring;success;;-1681268
80;84.925;Practice;POV;visible;Middle;-1681618
80;85.616;Practice;Ring;success;;-1681418
80;89.905;Practice;POV;timeout;;-1681618
80;89.933;Practice;Ring;visible;(563.8, -0.2, 1614.3);-1681816
80;93.530;Practice;Ring;visible;(628.4, -0.2, 1644.8);-1681914
80;93.993;Practice;Ring;success;;-1681816
80;97.149;Practice;Ring;visible;(692.9, -0.2, 1677.5);-1682064
80;97.568;Practice;Ring;success;;-1681914
80;99.204;Practice;Ring;visible;(725.4, -0.2, 1702.4);-1682214
80;100.497;Practice;POV;visible;Middle;-1682312
80;100.499;Practice;Ring;visible;(725.4, -0.2, 1702.4);-1682214
80;101.209;Practice;Ring;success;;-1682064
80;103.242;Practice;Ring;success;;-1682214
80;105.476;Practice;POV;timeout;;-1682312
80;105.505;Practice;Ring;visible;(824.6, -0.2, 1779.7);-1682612
80;108.163;Practice;Ring;visible;(870.7, -0.1, 1807.3);-1682710
80;109.520;Practice;Ring;success;;-1682612
80;110.709;Practice;Ring;visible;(913.7, 0.0, 1833.9);-1682860
80;112.201;Practice;Ring;success;;-1682710
80;112.764;Practice;Ring;visible;(955.2, -0.1, 1841.0);-1683010
80;114.058;Practice;POV;visible;Middle;-1683108
80;114.060;Practice;Ring;visible;(955.2, -0.1, 1841.0);-1683010
80;114.792;Practice;Ring;success;;-1682860
80;116.981;Practice;Ring;success;;-1683010
80;119.037;Practice;POV;timeout;;-1683108
80;119.065;Practice;Ring;visible;(1075.8, -0.2, 1845.2);-1683354
80;121.164;Practice;Ring;visible;(1117.4, -0.2, 1850.3);-1683502
80;123.102;Practice;Ring;success;;-1683354
80;124.360;Practice;Ring;visible;(1179.4, -0.1, 1866.8);-1683652
80;125.202;Practice;Ring;success;;-1683502
80;126.414;Practice;Ring;visible;(1217.7, -0.1, 1880.1);-1683802
80;127.707;Practice;POV;visible;Middle;-1683900
80;127.709;Practice;Ring;visible;(1217.7, -0.1, 1880.1);-1683802
80;128.419;Practice;Ring;success;;-1683652
80;129.223;Practice;POV;success;;-1683900
80;130.430;Practice;Ring;success;;-1683802
