SubjectId;Timestamp;RoundType;EventType;EventStatus;EventInfo;EventId
10;397.389;Heat;Custom;CameraContainerPos;(-0.230, -1.120, -0.496);-1118
10;0.032;Training_Ring_Only;Ring;visible;(20.889, 3.150, 184.217);-3422428
10;2.773;Training_Ring_Only;Ring;visible;(40.818, 3.150, 250.388);-3423040
10;3.260;Training_Ring_Only;Ring;success;;-3422428
10;6.052;Training_Ring_Only;Ring;success;;-3423040
10;6.192;Training_Ring_Only;Ring;visible;(58.674, 3.150, 332.789);-3423920
10;9.425;Training_Ring_Only;Ring;success;;-3423920
10;10.033;Training_Ring_Only;Ring;visible;(63.614, 3.150, 429.221);-3424768
10;13.290;Training_Ring_Only;Ring;success;;-3424768
10;13.410;Training_Ring_Only;Ring;visible;(79.916, 3.150, 511.285);-3425592
10;16.199;Training_Ring_Only;Ring;visible;(100.468, 3.150, 576.856);-3426260
10;16.685;Training_Ring_Only;Ring;success;;-3425592
10;19.456;Training_Ring_Only;Ring;success;;-3426260
10;20.108;Training_Ring_Only;Ring;visible;(130.238, 3.150, 669.296);-3427310
10;23.343;Training_Ring_Only;Ring;success;;-3427310
10;23.484;Training_Ring_Only;Ring;visible;(153.651, 3.150, 750.387);-3428114
10;26.737;Training_Ring_Only;Ring;success;;-3428114
10;27.100;Training_Ring_Only;Ring;visible;(201.799, 3.150, 827.081);-3428970
10;30.357;Training_Ring_Only;Ring;success;;-3428970
10;30.697;Training_Ring_Only;Ring;visible;(257.584, 3.150, 896.789);-3429994
10;33.579;Training_Ring_Only;Ring;visible;(233.141, 3.149, 970.370);-3430674
10;36.573;Training_Ring_Only;Ring;visible;(243.791, 3.149, 1037.665);-3431434
10;37.081;Training_Ring_Only;Ring;success;;-3430674
10;38.690;Training_Ring_Only;Ring;timeout;;-3429994
10;38.962;Training_Ring_Only;Ring;visible;(273.531, 3.149, 1089.563);-3432176
10;42.688;Training_Ring_Only;Ring;success;;-3432176
10;42.828;Training_Ring_Only;Ring;visible;(341.930, 3.148, 1137.362);-3433170
10;44.565;Training_Ring_Only;Ring;timeout;;-3431434
10;45.510;Training_Ring_Only;Ring;visible;(402.502, 3.148, 1143.781);-3433882
10;46.330;Training_Ring_Only;Ring;success;;-3433170
10;48.080;Training_Ring_Only;Ring;visible;(465.118, 3.147, 1143.859);-3434492
10;48.811;Training_Ring_Only;Ring;success;;-3433882
10;50.401;Training_Ring_Only;Ring;visible;(521.440, 3.148, 1129.451);-3435132
10;51.334;Training_Ring_Only;Ring;success;;-3434492
10;53.635;Training_Ring_Only;Ring;success;;-3435132
10;54.265;Training_Ring_Only;Ring;visible;(616.209, 3.147, 1112.628);-3436056
10;56.925;Training_Ring_Only;Ring;visible;(677.777, 3.148, 1091.510);-3436608
10;57.545;Training_Ring_Only;Ring;success;;-3436056
10;59.382;Training_Ring_Only;Ring;visible;(722.688, 3.149, 1050.142);-3437220
10;62.684;Training_Ring_Only;Ring;success;;-3437220
