SubjectId;Timestamp;Round;FeedbackType;PlayerXPos;PlayerYPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
1;0.026;0;Practice;4.811159;0.001899719;30.07705;8.999991;0;12.12027;19.29756
1;0.145;0;Practice;5.186603;0.001899719;32.44751;8.999991;0;13.66972;20.00345
1;0.267;0;Practice;5.567122;0.001899719;34.85001;8.999991;0;18.02194;24.71404
1;0.379;0;Practice;5.916259;0.001899719;37.05438;8.999991;0;25.68897;29.97396
1;0.490;0;Practice;6.265505;0.001899719;39.25943;8.999991;0;33.57108;31.69761
1;0.602;0;Practice;6.615335;0.001899719;41.46817;8.999991;0;39.03811;32.09968
1;0.714;0;Practice;6.964685;0.001899719;43.67389;8.999991;0;39.66442;31.97417
1;0.825;0;Practice;7.314099;0.001899719;45.88;8.999991;0;41.44857;17.85469
1;0.937;0;Practice;7.664038;0.001899719;48.08944;8.999991;0;36.50103;1.356828
1;1.049;0;Practice;8.01264;0.001899719;50.29043;8.999991;0;33.05679;358.7709
1;1.161;0;Practice;8.363902;0.001899719;52.50822;8.999991;0;35.99435;2.919952
1;1.272;0;Practice;8.712997;0.001899719;54.71231;8.999991;0;42.04662;13.65328
1;1.384;0;Practice;9.061522;0.001899719;56.91281;8.999991;0;46.47993;22.11391
1;1.496;0;Practice;9.411749;0.001899719;59.12406;8.999991;0;47.56712;25.4399
1;1.607;0;Practice;9.761062;0.001899719;61.32952;8.999991;0;44.98338;28.8008
1;1.719;0;Practice;10.11005;0.001899719;63.53298;8.999991;0;32.77101;27.50541
1;1.831;0;Practice;10.46001;0.001899719;65.74251;8.999991;0;14.37423;25.1288
1;1.943;0;Practice;10.80978;0.001899719;67.95087;8.999991;0;3.889427;22.5505
1;2.054;0;Practice;11.15851;0.001899719;70.15271;8.999991;0;4.070649;22.60921
1;2.167;0;Practice;11.51092;0.001899719;72.37772;8.999991;0;5.185796;21.58519
1;2.278;0;Practice;11.85932;0.001899719;74.57739;8.999991;0;7.001214;21.00867
1;2.390;0;Practice;12.20939;0.001899719;76.78768;8.999991;0;9.140822;21.35573
1;2.502;0;Practice;12.55968;0.001899719;78.99931;8.999991;0;8.978429;21.815
1;2.614;0;Practice;12.90879;0.001899719;81.20355;8.999991;0;8.04761;22.65215
1;2.725;0;Practice;13.25677;0.001899719;83.4006;8.999991;0;7.596901;23.28104
1;2.837;0;Practice;13.60743;0.001899719;85.61458;8.999991;0;6.981302;25.30639
1;2.949;0;Practice;13.95711;0.001899719;87.82234;8.999991;0;5.160522;28.21611
1;3.060;0;Practice;14.30631;0.001899719;90.02711;8.999991;0;359.2421;30.72888
1;3.172;0;Practice;14.65562;0.001899719;92.23257;8.999991;0;347.0066;28.94598
1;3.284;0;Practice;15.00491;0.001899719;94.43791;8.999991;0;332.267;24.29092
1;3.395;0;Practice;15.35396;0.001899719;96.64172;8.999991;0;312.9472;19.37898
1;3.507;0;Practice;15.70376;0.001899719;98.85032;8.999991;0;298.7854;14.79432
1;3.618;0;Practice;16.05282;0.001899719;101.0542;8.999991;0;283.9773;8.266009
1;3.730;0;Practice;16.40252;0.001899719;103.2621;8.999991;0;272.1151;4.38121
1;3.842;0;Practice;16.75161;0.001899719;105.4662;8.999991;0;262.7531;3.411054
1;3.953;0;Practice;17.1005;0.001899719;107.669;8.999991;0;252.8059;0.6032883
1;4.065;0;Practice;17.45026;0.001899719;109.8773;8.999991;0;248.0228;359.2865
1;4.177;0;Practice;17.80018;0.001899719;112.0866;8.999991;0;246.3129;358.9862
1;4.288;0;Practice;18.1489;0.001899719;114.2884;8.999991;0;244.2579;357.373
1;4.400;0;Practice;18.49917;0.001899719;116.4999;8.999991;0;243.627;356.257
1;4.512;0;Practice;18.84914;0.001899719;118.7095;8.999991;0;244.0521;356.568
1;4.624;0;Practice;19.19754;0.001899719;120.9092;8.999991;0;242.0342;356.6304
1;4.735;0;Practice;19.54709;0.001899719;123.1161;8.999991;0;241.7382;358.0285
1;4.847;0;Practice;19.89664;0.001899719;125.3231;8.999991;0;244.1372;2.038741
1;4.959;0;Practice;20.24597;0.001899719;127.5287;8.999991;0;241.386;1.96679
1;5.070;0;Practice;20.5958;0.001899719;129.7374;8.999991;0;237.7761;8.715044
1;5.182;0;Practice;20.94539;0.001899719;131.9447;8.999991;0;231.306;8.777393
1;5.294;0;Practice;21.29531;0.001899719;134.154;8.999991;0;225.8193;10.08793
1;5.405;0;Practice;21.64373;0.001899719;136.3538;8.999991;0;226.6911;13.6478
1;5.517;0;Practice;21.99403;0.001899719;138.5655;8.999991;0;230.0412;16.86241
1;5.629;0;Practice;22.34324;0.001899719;140.7703;8.999991;0;231.9329;16.13311
1;5.740;0;Practice;22.69198;0.001899719;142.9722;8.999991;0;230.462;14.61047
1;5.852;0;Practice;23.04184;0.001899719;145.1812;8.999991;0;225.8994;13.16506
1;5.964;0;Practice;23.39114;0.001899719;147.3866;8.999991;0;222.8367;11.46555
1;6.076;0;Practice;23.74149;0.001899719;149.5986;8.999991;0;220.3485;12.15869
1;6.188;0;Practice;24.09109;0.001899719;151.8059;8.999991;0;215.909;14.73186
1;6.299;0;Practice;24.44016;0.001899719;154.0099;8.999991;0;216.7649;26.12697
1;6.413;0;Practice;24.79744;0.001899719;156.2656;8.999991;0;221.615;47.51696
1;6.534;0;Practice;25.17456;0.001899719;158.6467;8.999991;0;239.5168;61.04004
1;6.646;0;Practice;25.5249;0.001899719;160.8587;8.999991;0;250.8449;72.13274
1;6.757;0;Practice;25.87294;0.001899719;163.0561;8.999991;0;280.4474;83.74198
1;6.869;0;Practice;26.22272;0.001899719;165.2644;8.999991;0;347.5432;88.15242
1;6.981;0;Practice;26.5722;0.001899719;167.471;8.999991;0;86.44537;82.54752
1;7.092;0;Practice;26.9211;0.001899719;169.6739;8.999991;0;105.1801;76.90923
1;7.204;0;Practice;27.27175;0.001899719;171.8878;8.999991;0;111.4431;73.8511
1;7.316;0;Practice;27.62082;0.001899719;174.0917;8.999991;0;118.1727;73.21902
1;7.427;0;Practice;27.96932;0.001899719;176.2921;8.999991;0;120.4238;72.54219
1;7.539;0;Practice;28.3194;0.001899719;178.5024;8.999991;0;116.889;75.88057
1;7.651;0;Practice;28.66965;0.001899719;180.7138;8.999991;0;113.8156;80.5299
1;7.763;0;Practice;29.01835;0.001899719;182.9154;8.999991;0;107.3925;84.58535
1;7.874;0;Practice;29.36836;0.001899719;185.1253;8.999991;0;129.2117;85.40509
1;7.990;0;Practice;29.72882;0.001899719;187.4012;8.999991;0;154.9536;87.09256
1;8.109;0;Practice;30.10315;0.001899719;189.7647;8.999991;0;353.6938;86.11517
1;8.232;0;Practice;30.486;0.001899719;192.1819;8.999991;0;31.34093;86.23174
1;8.343;0;Practice;30.83491;0.001899719;194.3848;8.999991;0;348.6596;87.13044
1;8.455;0;Practice;31.18511;0.001899719;196.5959;8.999991;0;29.01831;87.09087
1;8.567;0;Practice;31.53429;0.001899719;198.8005;8.999991;0;10.99972;86.43251
1;8.700;0;Practice;31.95014;0.001899719;201.4261;8.999991;0;8.657344;86.66065
1;8.812;0;Practice;32.30289;0.001899719;203.6533;8.999991;0;1.59584;86.92725
1;8.950;0;Practice;32.7337;0.001899719;206.3733;8.999991;0;10.54733;85.43396
1;9.068;0;Practice;33.10334;0.001899719;208.7071;8.999991;0;11.76019;85.01964
1;9.210;0;Practice;33.5463;0.001899719;211.5038;8.999991;0;10.11648;86.64807
1;9.350;0;Practice;33.98468;0.001899719;214.2717;8.999991;0;20.65879;82.81185
1;9.490;0;Practice;34.42203;0.001899719;217.033;8.999991;0;4.138447;86.48565
1;9.612;0;Practice;34.80468;0.001899719;219.449;8.999991;0;11.91057;87.92359
1;9.732;0;Practice;35.18146;0.001899719;221.8279;8.999991;0;18.63574;84.34145
1;9.848;0;Practice;35.54167;0.001899719;224.1021;8.999991;0;19.14633;84.39108
1;9.970;0;Practice;35.92425;0.001899719;226.5176;8.999991;0;9.492242;86.7719
1;10.092;0;Practice;36.30679;0.001899719;228.9328;8.999991;0;11.95993;85.75006
1;10.206;0;Practice;36.66425;0.001899719;231.1898;8.999991;0;16.10643;84.58276
1;10.338;0;Practice;37.07568;0.001899719;233.7875;8.999991;0;14.49379;86.05851
1;10.463;0;Practice;37.46746;0.001899719;236.2611;8.999991;0;11.98358;85.96085
1;10.577;0;Practice;37.82224;0.001899719;238.501;8.999991;0;13.90939;85.30848
1;10.718;0;Practice;38.2639;0.001899719;241.2896;8.999991;0;14.85145;85.63371
1;10.852;0;Practice;38.68282;0.001899719;243.9345;8.999991;0;12.89976;85.62033
1;10.969;0;Practice;39.05139;0.001899719;246.2616;8.999991;0;13.91021;85.52849
1;11.113;0;Practice;39.49844;0.001899719;249.0841;8.999991;0;14.23326;85.47836
1;11.244;0;Practice;39.91014;0.001899719;251.6834;8.999991;0;13.98435;85.41653
1;11.388;0;Practice;40.3602;0.001899719;254.525;8.999991;0;13.67462;85.44637
1;11.506;0;Practice;40.72953;0.001899719;256.8569;8.999991;0;14.07305;85.37353
1;11.654;0;Practice;41.19301;0.001899719;259.7832;8.999991;0;13.79859;85.35873
1;11.772;0;Practice;41.56156;0.001899719;262.1101;8.999991;0;13.51698;85.3415
1;11.904;0;Practice;41.97478;0.001899719;264.7191;8.999991;0;13.55557;85.29939
1;13.625;0;Practice;43.21461;0.001899719;272.5471;12.1349;0;16.44927;85.29714
1;13.750;0;Practice;44.0044;0.001899719;274.9111;27.13021;0;30.37042;85.15099
1;13.883;0;Practice;45.481;0.001899719;277.1109;43.07254;0;46.18871;85.19548
1;14.004;0;Practice;47.3176;0.001899719;278.6933;57.65477;0;60.89438;85.13413
1;14.137;0;Practice;49.7093;0.001899719;279.8319;73.5965;0;76.95439;85.12308
1;14.260;0;Practice;52.12426;0.001899719;280.2592;88.35194;0;91.43716;85.16187
1;14.383;0;Practice;54.56251;0.001899719;280.0587;103.073;0;105.7405;84.99645
1;14.498;0;Practice;56.73458;0.001899719;279.315;116.8852;0;120.5347;84.95484
1;14.630;0;Practice;58.92348;0.001899719;277.8539;132.7219;0;135.1909;85.25195
1;14.775;0;Practice;60.76042;0.001899719;275.6377;150.051;0;151.4978;85.62489
1;14.908;0;Practice;61.79778;0.001899719;273.1814;166.0954;0;168.893;85.61104
1;15.042;0;Practice;62.11598;0.001899719;270.5292;182.1737;0;184.445;85.3011
1;15.177;0;Practice;61.6865;0.001899719;267.8736;198.3689;0;190.9682;85.74532
1;15.290;0;Practice;60.7748;0.001899719;265.8081;211.9528;0;191.579;87.59645
1;15.413;0;Practice;59.25928;0.001899719;263.8816;226.7032;0;214.9145;84.06126
1;15.545;0;Practice;57.14184;0.001899719;262.3172;242.5426;0;228.6478;81.31796
1;15.670;0;Practice;54.82856;0.001899719;261.423;257.4602;0;238.7418;82.65318
1;15.813;0;Practice;51.97152;0.001899719;261.1613;274.7277;0;247.7607;85.94368
1;15.936;0;Practice;49.57122;0.001899719;261.6313;289.4458;0;260.9667;85.10063
1;16.051;0;Practice;47.48757;0.001899719;262.6159;303.3106;0;284.0916;83.27259
1;16.183;0;Practice;45.48285;0.001899719;264.3058;319.0879;0;297.1167;82.35155
1;16.328;0;Practice;43.89787;0.001899719;266.722;336.4849;0;317.7189;83.43111
1;16.451;0;Practice;43.16933;0.001899719;269.0595;351.2111;0;329.2452;84.77213
1;16.573;0;Practice;43.06549;0.001899719;271.5026;5.925991;0;346.0538;84.49156
1;16.687;0;Practice;43.52505;0.001899719;273.7255;19.58149;0;2.622284;83.78902
1;16.820;0;Practice;44.70955;0.001899719;276.1027;35.56477;0;17.40528;83.39738
1;16.964;0;Practice;46.67055;0.001899719;278.1945;52.82565;0;34.52704;84.19589
1;17.087;0;Practice;48.77256;0.001899719;279.4535;67.56316;0;49.04464;84.70161
1;17.221;0;Practice;51.34671;0.001899719;280.168;83.63825;0;66.66788;84.25226
1;17.355;0;Practice;54.01328;0.001899719;280.1358;99.69017;0;83.15052;83.81499
1;17.474;0;Practice;56.29641;0.001899719;279.4873;113.9719;0;97.53067;83.82369
1;17.600;0;Practice;58.4832;0.001899719;278.2202;129.1785;0;112.5749;84.14288
1;17.718;0;Practice;60.13728;0.001899719;276.5493;143.3231;0;126.8902;84.22884
1;17.838;0;Practice;61.34943;0.001899719;274.5022;157.6373;0;138.8541;84.05671
1;17.972;0;Practice;62.06052;0.001899719;271.9205;173.753;0;154.6466;83.47655
1;18.104;0;Practice;62.03329;0.001899719;269.2914;189.5721;0;168.8579;83.9912
1;18.238;0;Practice;61.26575;0.001899719;266.7259;205.6857;0;181.5121;84.1757
1;18.372;0;Practice;59.82063;0.001899719;264.4788;221.7665;0;201.2624;84.34258
1;18.496;0;Practice;57.9843;0.001899719;262.8285;236.6241;0;210.8396;84.33856
1;18.617;0;Practice;55.83317;0.001899719;261.728;251.1634;0;226.0041;84.17281
1;18.748;0;Practice;53.27392;0.001899719;261.1695;266.9304;0;244.6136;83.82861
1;18.866;0;Practice;50.93789;0.001899719;261.28;280.9968;0;254.9688;84.05657
1;19.002;0;Practice;48.36172;0.001899719;262.1181;297.2981;0;272.2855;84.39147
1;19.131;0;Practice;46.22207;0.001899719;263.5645;312.8378;0;286.4825;84.30347
1;19.255;0;Practice;44.60188;0.001899719;265.4401;327.75;0;303.3388;84.00989
1;19.400;0;Practice;43.397;0.001899719;268.0518;345.0712;0;319.2296;84.15266
1;19.524;0;Practice;43.03196;0.001899719;270.4984;359.9586;0;332.9548;84.39056
1;19.636;0;Practice;43.24913;0.001899719;272.7411;13.5107;0;346.5927;84.44018
1;19.769;0;Practice;44.16809;0.001899719;275.216;29.39807;0;2.905053;84.24221
1;19.910;0;Practice;45.83995;0.001899719;277.471;46.29134;0;19.51188;84.25178
1;20.027;0;Practice;47.68756;0.001899719;278.9025;60.35213;0;32.84804;84.44067
1;20.160;0;Practice;50.13447;0.001899719;279.9285;76.31968;0;48.29163;84.48936
1;20.295;0;Practice;52.79875;0.001899719;280.2417;92.46172;0;65.03851;84.37354
