SubjectId;Timestamp;RoundType;EventType;EventStatus;EventInfo;EventId
9;237.668;Heat;Custom;CameraContainerPos;(-0.219, -1.092, -0.495);-1118
9;0.031;Training_Ring_Only;Ring;visible;(-23.414, 3.150, 181.329);-2127244
9;2.459;Training_Ring_Only;Ring;visible;(-35.299, 3.150, 240.649);-2127774
9;3.281;Training_Ring_Only;Ring;success;;-2127244
9;5.118;Training_Ring_Only;Ring;visible;(-66.086, 3.150, 299.141);-2128402
9;5.715;Training_Ring_Only;Ring;success;;-2127774
9;8.397;Training_Ring_Only;Ring;success;;-2128402
9;9.162;Training_Ring_Only;Ring;visible;(-123.207, 3.150, 382.016);-2129434
9;12.463;Training_Ring_Only;Ring;success;;-2129434
9;13.115;Training_Ring_Only;Ring;visible;(-184.687, 3.150, 457.791);-2130348
9;16.416;Training_Ring_Only;Ring;success;;-2130348
9;16.668;Training_Ring_Only;Ring;visible;(-234.053, 3.150, 529.974);-2131232
9;19.751;Training_Ring_Only;Ring;visible;(-295.154, 3.150, 573.265);-2131890
9;20.013;Training_Ring_Only;Ring;success;;-2131232
9;23.007;Training_Ring_Only;Ring;success;;-2131890
9;23.706;Training_Ring_Only;Ring;visible;(-368.504, 3.150, 638.270);-2132864
9;26.939;Training_Ring_Only;Ring;success;;-2132864
9;27.682;Training_Ring_Only;Ring;visible;(-443.809, 3.150, 702.510);-2133732
9;30.921;Training_Ring_Only;Ring;success;;-2133732
9;31.368;Training_Ring_Only;Ring;visible;(-511.115, 3.150, 765.247);-2134544
9;34.602;Training_Ring_Only;Ring;success;;-2134544
9;35.256;Training_Ring_Only;Ring;visible;(-593.105, 3.150, 817.073);-2135418
9;38.489;Training_Ring_Only;Ring;success;;-2135418
9;39.187;Training_Ring_Only;Ring;visible;(-680.876, 3.150, 861.207);-2136252
9;41.890;Training_Ring_Only;Ring;visible;(-742.580, 3.150, 888.760);-2136810
9;42.420;Training_Ring_Only;Ring;success;;-2136252
9;45.124;Training_Ring_Only;Ring;success;;-2136810
9;45.241;Training_Ring_Only;Ring;visible;(-813.276, 3.150, 933.767);-2137624
9;48.475;Training_Ring_Only;Ring;success;;-2137624
9;48.703;Training_Ring_Only;Ring;visible;(-887.178, 3.150, 978.176);-2138372
9;51.938;Training_Ring_Only;Ring;success;;-2138372
9;51.989;Training_Ring_Only;Ring;visible;(-955.280, 3.150, 1024.933);-2139066
9;55.267;Training_Ring_Only;Ring;success;;-2139066
9;55.629;Training_Ring_Only;Ring;visible;(-1040.412, 3.150, 1054.299);-2139942
9;58.490;Training_Ring_Only;Ring;visible;(-1107.655, 3.150, 1077.866);-2140608
9;58.863;Training_Ring_Only;Ring;success;;-2139942
9;60.834;Training_Ring_Only;Ring;visible;(-1162.905, 3.150, 1096.607);-2141256
9;61.723;Training_Ring_Only;Ring;success;;-2140608
9;63.515;Training_Ring_Only;Ring;visible;(-1230.238, 3.150, 1104.522);-2141924
9;64.068;Training_Ring_Only;Ring;success;;-2141256
9;66.815;Training_Ring_Only;Ring;success;;-2141924
