SubjectId;Timestamp;RoundType;EventType;EventStatus;EventInfo;EventId
18;65.076;Heat;Custom;CameraContainerPos;(-0.042, -0.989, -0.206);-1118
18;0.031;Training_Ring_Only;Ring;visible;(14.822, 3.150, 185.118);-1580464
18;3.041;Training_Ring_Only;Ring;visible;(18.442, 3.150, 260.428);-1581078
18;3.259;Training_Ring_Only;Ring;success;;-1580464
18;5.946;Training_Ring_Only;Ring;visible;(25.933, 3.150, 332.774);-1581846
18;6.275;Training_Ring_Only;Ring;success;;-1581078
18;9.028;Training_Ring_Only;Ring;visible;(30.646, 3.150, 409.457);-1582738
18;9.179;Training_Ring_Only;Ring;success;;-1581846
18;11.888;Training_Ring_Only;Ring;visible;(38.645, 3.150, 480.721);-1583488
18;12.262;Training_Ring_Only;Ring;success;;-1582738
18;14.278;Training_Ring_Only;Ring;visible;(57.675, 3.150, 538.279);-1584150
18;15.122;Training_Ring_Only;Ring;success;;-1583488
18;16.779;Training_Ring_Only;Ring;visible;(72.763, 3.150, 597.814);-1584808
18;17.562;Training_Ring_Only;Ring;success;;-1584150
18;19.997;Training_Ring_Only;Ring;visible;(99.504, 3.150, 673.654);-1585570
18;20.014;Training_Ring_Only;Ring;success;;-1584808
18;23.236;Training_Ring_Only;Ring;success;;-1585570
18;23.527;Training_Ring_Only;Ring;visible;(114.684, 3.150, 760.800);-1586408
18;26.543;Training_Ring_Only;Ring;visible;(135.595, 3.150, 833.360);-1587082
18;26.783;Training_Ring_Only;Ring;success;;-1586408
18;29.380;Training_Ring_Only;Ring;visible;(161.188, 3.150, 899.316);-1587816
18;29.798;Training_Ring_Only;Ring;success;;-1587082
18;32.105;Training_Ring_Only;Ring;visible;(187.072, 3.150, 961.409);-1588580
18;32.658;Training_Ring_Only;Ring;success;;-1587816
18;35.362;Training_Ring_Only;Ring;success;;-1588580
18;35.525;Training_Ring_Only;Ring;visible;(216.324, 3.150, 1041.141);-1589548
18;37.713;Training_Ring_Only;Ring;visible;(239.305, 3.150, 1090.579);-1590142
18;38.758;Training_Ring_Only;Ring;success;;-1589548
18;40.013;Training_Ring_Only;Ring;visible;(272.484, 3.150, 1137.650);-1590852
18;40.946;Training_Ring_Only;Ring;success;;-1590142
18;43.053;Training_Ring_Only;Ring;visible;(313.823, 3.150, 1200.541);-1591606
18;43.270;Training_Ring_Only;Ring;success;;-1590852
18;46.286;Training_Ring_Only;Ring;success;;-1591606
18;46.675;Training_Ring_Only;Ring;visible;(366.646, 3.150, 1273.968);-1592624
18;48.770;Training_Ring_Only;Ring;visible;(401.162, 3.150, 1313.062);-1593166
18;49.927;Training_Ring_Only;Ring;success;;-1592624
